"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"tkPhosmax"	"tkPhosmd"	"tkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldkNadphOxCys2"	"foldkCys2Red"
258	3	3	0.4742599741982627	0.26339749024961384	0.0011392722458197114	0.5742599741982627	0.3633974902496139	0.10113927224581971	0.40764351832797596	0.2056722688698959	0.2020575087052881	2677.693107790716	338.528739139235	254.0677384386353	1404.6846804600025	1362.4541801097025	192.87199578396206	867.9074943067577	867.9074943067577	867.9074943067577	47.16548441154703	46.3365349613752	23.378613539999105	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999957455028278	0.09278102936280208	0.08426965744917145	0.010607867123514083	0.00972942191958543	0.009091260715845522	100	2000	200	0.7	0.00005	1.7	0.25	0.6000000000000001
259	3	3	0.4810422917522632	0.2564305693290934	0.001146016773171299	0.5810422917522632	0.3564305693290934	0.10114601677317131	0.399275502730267	0.20218490368656777	0.19840289979771422	2669.8915878002203	340.2765030642268	250.3133059213315	1406.5618967186545	1361.5802981472068	196.77275577920997	867.9074943067577	867.9074943067577	867.9074943067577	48.03427917027394	47.13576584258319	23.868582499822026	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999570781229765	0.09299216009848996	0.08388022702497648	0.010651870278647217	0.00970947690623941	0.009091263831007404	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.6000000000000001
260	3	3	0.4876137503282072	0.24969589318617916	0.001153102094204761	0.5876137503282072	0.34969589318617916	0.10115310209420476	0.39090975647083664	0.1986921026683918	0.1947579810406161	2661.769980006439	341.9565519642503	246.6574485926006	1408.3898253830198	1360.7402736971949	200.8335596761007	867.9074943067577	867.9074943067577	867.9074943067577	48.933246412570966	47.96436370186625	24.379387107434034	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999566809997998	0.09319492766819018	0.0834941543553609	0.010695855873503184	0.009690398768584534	0.009091267113274458	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.6000000000000001
261	3	3	0.49401713524786495	0.24315265466194702	0.0011605544932636214	0.5940171352478649	0.343152654661947	0.10116055449326361	0.3825464171913928	0.19519481833261385	0.19112184247736805	2653.3082951803735	343.58840515224654	243.08342978155548	1410.1768347885425	1359.9243471031969	205.0644020891334	867.9074943067577	867.9074943067577	867.9074943067577	49.86421307760162	48.82373599096182	24.91237624716073	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999562620093924	0.0933908608671066	0.08310966739495405	0.010740023329244475	0.009672034758326946	0.009091270576279162	100	2000	200	0.7	0.00005	1.7	0.4	0.6000000000000001
262	3	3	0.5002865604447724	0.2367688736318231	0.0011684030094966768	0.6002865604447724	0.3367688736318231	0.10116840300949669	0.374185633734221	0.19169381276965478	0.18749376685247968	2644.484854372735	345.1882822386108	239.57807361255772	1411.9295128730412	1359.1244085600147	209.4761224929526	867.9074943067577	867.9074943067577	867.9074943067577	50.829104546038685	49.71542972295618	25.46901702764041	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999558193200948	0.09358115395152583	0.08272531301198582	0.010784541647982773	0.009654265876087679	0.009091274235160833	100	2000	200	0.7	0.00005	1.7	0.45	0.6000000000000001
263	3	3	0.5064499515828768	0.230518926368816	0.0011766798052231355	0.6064499515828767	0.33051892636881597	0.10117667980522314	0.36582756728517357	0.1881897105253255	0.18387317700280098	2635.276107542153	346.7701344521513	236.13076482067163	1413.6531672689844	1358.3334824532444	214.08049590824353	867.9074943067577	867.9074943067577	867.9074943067577	51.829964720357864	50.64113362240802	26.050907939494515	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999553508922975	0.09376676050955399	0.08233986193184409	0.010829559185805354	0.00963699738807909	0.009091278106777586	100	2000	200	0.7	0.00005	1.7	0.5	0.6000000000000001
264	3	3	0.5125307076988105	0.22438189746680204	0.001185420594712272	0.6125307076988105	0.324381897466802	0.10118542059471228	0.35747239265641384	0.184683034244244	0.18025960053169515	2625.6564284310393	348.34634838709286	232.73278079403784	1415.3521592823013	1357.5453754857738	218.89033546380043	867.9074943067577	867.9074943067577	867.9074943067577	52.868974795046235	51.60268411267083	26.659793799056335	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999548544483808	0.09394845592547746	0.08195224498416778	0.010875210280860232	0.009620152517868264	0.009091282209954815	100	2000	200	0.7	0.00005	1.7	0.55	0.6000000000000001
265	3	3	0.5185488528900393	0.2183404429105712	0.0011946651452091617	0.6185488528900392	0.3183404429105712	0.10119466514520917	0.34912029972866243	0.1811742295674291	0.17665264528151028	2615.5978819949155	349.92824871660724	229.37683014300006	1417.0301346078202	1356.7544253210165	223.91960868186226	867.9074943067577	867.9074943067577	867.9074943067577	53.94847193988091	52.60207425652875	27.297582765832157	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999543274373325	0.09412688034754323	0.08156150873334152	0.01092161994525825	0.009603668108199442	0.009091286565777642	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.6000000000000001
266	3	3	0.5245218592864421	0.21237998317738802	0.0012044578647520288	0.6245218592864421	0.312379983177388	0.10120445786475203	0.3407714950758108	0.17766368308182984	0.17305198181669348	2605.069960021429	351.5264740185344	226.05672466919594	1418.690187344722	1355.955312670053	229.1835696686056	867.9074943067577	867.9074943067577	867.9074943067577	55.07096871719251	53.64146522103688	27.966365775268674	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999537669929207	0.09430256907676014	0.0811667835632075	0.010968907324746003	0.009587491553195234	0.009091291197936651	100	2000	200	0.7	0.00005	1.7	0.65	0.6000000000000001
267	3	3	0.5304652513721101	0.20648811644087217	0.0012148484947598571	0.6304652513721101	0.30648811644087215	0.10121484849475985	0.33242620379840226	0.17415173564269804	0.1694573306089895	2594.0392797660943	353.15127135005275	222.76714033926868	1420.3349795096858	1355.1429140042937	234.6989097962729	867.9074943067577	867.9074943067577	867.9074943067577	56.23917385471745	54.72320009849342	28.668438793876746	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999531698840208	0.09447597456943024	0.08076726001027873	0.011017188354994495	0.009571578577000429	0.009091296133138471	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.6000000000000001
268	3	3	0.536393061007316	0.20065418268229332	0.0012258929297376264	0.636393061007316	0.3006541826822933	0.10122589292973763	0.32408467159673415	0.17063869254290917	0.16586845246579857	2582.469239449889	354.8127390404486	219.50343931443027	1421.966830022105	1354.3121801590958	240.48392995437575	867.9074943067577	867.9074943067577	867.9074943067577	57.45601490458453	55.84982007922279	29.406328383632598	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999525324553385	0.09464748268816654	0.08036217069605756	0.01106657788648751	0.009555891592536888	0.009091301401595739	100	2000	200	0.7	0.00005	1.7	0.75	0.6000000000000001
269	3	3	0.5423181782733121	0.19486893376159867	0.0012376541920445128	0.6423181782733121	0.2948689337615987	0.10123765419204452	0.3157471671192889	0.16712483149918797	0.1622851412504987	2570.31962326702	356.5210377288803	216.26153488121355	1423.5877822387133	1353.45803081488	246.5587380458102	867.9074943067577	867.9074943067577	867.9074943067577	58.72466329104549	57.0240830855922	30.182821160434408	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999518505563092	0.09481742490939213	0.07995077613394601	0.011117191457146482	0.009540398467758919	0.009091307037614805	100	2000	200	0.7	0.00005	1.7	0.8	0.6000000000000001
270	3	3	0.5482526283529373	0.18912427943286092	0.0012502035968898985	0.6482526283529373	0.2891242794328609	0.10125020359688991	0.3074139846279751	0.16361040911580574	0.15870721825750073	2557.5461470857704	358.28658408559323	213.03778716388305	1425.1996560973785	1352.5752576365235	252.945476136435	867.9074943067577	867.9074943067577	867.9074943067577	60.048562262699	58.24898506506225	31.00099785183305	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999511194553547	0.09498608762478995	0.07953235325459701	0.011169146835182235	0.009525071584474153	0.009091313080304463	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.6000000000000001
271	3	3	0.5542077952144941	0.1834130887601213	0.0012636221521054925	0.6542077952144941	0.2834130887601213	0.10126362215210549	0.299085447028352	0.16009566629216662	0.15513452780483045	2544.0999342221107	360.12023839472323	209.82892133032203	1426.804089014159	1351.6584304819585	259.66858256826475	867.9074943067577	867.9074943067577	867.9074943067577	61.43145830865481	59.52778421673989	31.8642728082048	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999950333735884	0.09515371931223135	0.07910618585299745	0.01122256541930485	0.009509887111369929	0.009091319574435592	100	2000	200	0.7	0.00005	1.7	0.9	0.6000000000000001
272	3	3	0.5601946067319244	0.1777290325531134	0.0012780022495285871	0.6601946067319244	0.2777290325531134	0.1012780022495286	0.2907619093207343	0.15658083291747682	0.151566933737868	2529.92690843536	362.0334954152875	206.63196250014067	1428.4025684292499	1350.7018019716763	266.75509546164	867.9074943067577	867.9074943067577	867.9074943067577	62.87743666806298	60.86402849892864	32.77644000666801	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999494871693822	0.0953205361158948	0.07867155639350062	0.011277573561044401	0.009494824436704342	0.00909132657149018	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.6000000000000001
273	3	3	0.5662236918061995	0.1720664565430488	0.0012934497210564501	0.6662236918061994	0.2720664565430488	0.10129344972105644	0.2824437625369119	0.1530661321180301	0.14800431662548133	2514.9670885208866	364.0386872259932	203.44418322925645	1429.996458064692	1349.6992060663235	274.23500541887677	867.9074943067577	867.9074943067577	867.9074943067577	64.39096165817183	62.26158683964491	33.74172681837795	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999485725595318	0.09548672621791615	0.07822773876304534	0.011334303859761342	0.009479865722007378	0.009091334130949816	100	2000	200	0.7	0.00005	1.7	1.	0.6000000000000001
274	3	3	0.43427316532977056	0.3045683868580913	0.0011098977465176408	0.5342731653297705	0.4045683868580912	0.10110989774651764	0.4495134830253254	0.2229639543800015	0.22053815070639562	2712.4995611229174	327.53102768330353	275.47942163151384	1393.9788388635632	1367.9530358376683	175.46876911786146	867.9074943067577	867.9074943067577	867.9074943067577	39.889028430122785	39.45504369940058	19.570163956480247	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590837783129	0.09149221480752485	0.08638243996256444	0.01037533393415239	0.009852972485588697	0.009091247254080056	100	2000	200	0.7	0.00005	1.7	0.	0.65
275	3	3	0.4428764033539748	0.29571864049728713	0.0011148356251896808	0.5428764033539748	0.3957186404972871	0.10111483562518968	0.4417802318908103	0.21979972659621314	0.2170905372682752	2706.5521559817093	330.03549829356314	271.0112087099482	1396.212945324346	1366.7008005325386	178.44247168846542	867.9074943067577	867.9074943067577	867.9074943067577	40.52250583627666	40.023036878543955	19.912734722880003	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999588114456152	0.091776624411405	0.08595375769068282	0.010421686696456505	0.009825438854778339	0.009091249504931509	100	2000	200	0.7	0.00005	1.7	0.05	0.65
276	3	3	0.4507356597530757	0.28762425596777824	0.0011199777597101334	0.5507356597530757	0.3876242559677782	0.10111997775971014	0.43404843765733014	0.2166187082076708	0.21366317877283722	2700.4007446793203	332.2467218172685	266.8531859374597	1398.2919567105903	1365.5951887706858	181.5181773396599	867.9074943067577	867.9074943067577	867.9074943067577	41.17252497121642	40.610770123420956	20.26744436849963	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999585272181058	0.09203277096915505	0.08554995180794474	0.01046573002998472	0.00980077273704842	0.009091251854095721	100	2000	200	0.7	0.00005	1.7	0.1	0.65
277	3	3	0.45805894632569233	0.2800782782380108	0.0011253370029855382	0.5580589463256923	0.38007827823801077	0.10112533700298554	0.42631817440244485	0.21342531436704631	0.21025168681959205	2694.034701650748	334.2498660558235	262.92160677427125	1400.2577462921845	1364.5936166514084	184.70119885394612	867.9074943067577	867.9074943067577	867.9074943067577	41.84058019473818	41.21841211546748	20.63494613098453	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999582303079722	0.09226853472072624	0.08516300153895061	0.010508285613402979	0.009778178622885221	0.009091254308084178	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.65
278	3	3	0.4649783351617828	0.2729497683491113	0.0011309273028052625	0.5649783351617828	0.3729497683491113	0.10113092730280526	0.41858952125719184	0.21022238145647099	0.20685325275629057	2687.442654130581	336.09953548925904	259.1633984470978	1402.1368504557713	1363.6687819346905	187.99722261402957	867.9074943067577	867.9074943067577	867.9074943067577	42.527987576867304	41.84641284389432	21.01594071689384	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999957919856951	0.09248888579512662	0.08478778835722132	0.010549882187686006	0.009757155541713875	0.009091256873990686	100	2000	200	0.7	0.00005	1.7	0.2	0.65
279	3	3	0.4715840621934384	0.2661497053648873	0.0011367638203391374	0.5715840621934384	0.3661497053648873	0.10113676382033915	0.4108625628389393	0.20701186790498302	0.20346594694967002	2680.6124156195997	337.8335336522939	255.54241022322563	1403.9473445677072	1362.801782853173	191.41234186952036	867.9074943067577	867.9074943067577	867.9074943067577	43.23599450098735	42.49540208724605	21.41118066992786	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999575949283396	0.09269719309296376	0.08442078657944717	0.010590888259107905	0.009737364477866285	0.009091259559557372	100	2000	200	0.7	0.00005	1.7	0.25	0.65
280	3	3	0.4779411929726394	0.25961432651193006	0.0011428630642930317	0.5779411929726394	0.35961432651193004	0.10114286306429304	0.4031373897288118	0.2037951989093165	0.20008837416453862	2673.530912146072	339.479597482594	252.0326909939954	1405.7022041823225	1361.978750938023	194.95309360628409	867.9074943067577	867.9074943067577	867.9074943067577	43.96583559732481	43.166142335711136	21.821475228015554	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999572544979062	0.09289586266717546	0.08405942442210707	0.010631576858394717	0.009718563740843272	0.009091262373249831	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.65
281	3	3	0.4840986449315159	0.25329611128934626	0.0011492430431808253	0.5840986449315159	0.35329611128934624	0.10114924304318082	0.3954140989990301	0.2005734542529423	0.19671948585809734	2666.1841003984696	341.0590507717564	248.614849223574	1407.411125067533	1361.189024293442	198.62649948008533	867.9074943067577	867.9074943067577	867.9074943067577	44.71876553093388	43.85950571684423	22.247695733974563	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999568974435152	0.09308668259614428	0.08370173852290273	0.010672160578488932	0.00970057406850148	0.009091265324342875	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.65
282	3	3	0.49009445736207957	0.24715851834975122	0.0011559234386208095	0.5900944573620795	0.3471585183497512	0.10115592343862082	0.38769279479623486	0.19734747870883282	0.1933584699061543	2658.5568766690485	342.58894549493823	245.27392670529133	1409.0815863266744	1360.424076931851	202.44011134479575	867.9074943067577	867.9074943067577	867.9074943067577	45.496080765035686	44.57646290193208	22.690781674386567	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999565225332534	0.09327102395213878	0.08334617232037107	0.010712812053695411	0.00968325830160697	0.00909126842301868	100	2000	200	0.7	0.00005	1.7	0.4	0.65
283	3	3	0.49595905665227236	0.24117272765722758	0.001162925803108794	0.5959590566522723	0.34117272765722756	0.1011629258031088	0.3799735889876957	0.19411795087558728	0.19000468191409922	2650.632975387171	344.08339590187524	241.99808149900775	1410.7195089298161	1359.6768517283824	206.40206198573458	867.9074943067577	867.9074943067577	867.9074943067577	46.299135762513735	45.318078641229135	23.15174743300115	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999561284117982	0.093449964973449	0.08299145117924081	0.010753676680155281	0.009666508831169308	0.009091271680479454	100	2000	200	0.7	0.00005	1.7	0.45	0.65
